source,relation,target,true_label,score
/m/07q68q,/people/person/gender,/m/02zsn,0.0,0.0
/m/05fg2,/people/person/gender,/m/05zppz,1.0,0.0
/m/09fqd3,/people/person/gender,/m/02zsn,0.0,0.0
/m/03xp8d5,/people/person/gender,/m/02zsn,0.0,0.0
/m/0bl60p,/people/person/gender,/m/05zppz,1.0,0.0
/m/042xh,/people/person/gender,/m/02zsn,1.0,0.0
/m/0cj2w,/people/person/gender,/m/05zppz,1.0,0.0
/m/0bvzp,/people/person/gender,/m/05zppz,1.0,0.0
/m/07m69t,/people/person/gender,/m/02zsn,0.0,0.0
/m/04bs3j,/people/person/gender,/m/05zppz,0.0,1.0
/m/0988cp,/people/person/gender,/m/05zppz,1.0,1.0
/m/084x96,/people/person/gender,/m/05zppz,1.0,0.0
/m/0d608,/people/person/gender,/m/02zsn,0.0,1.0
/m/087z12,/people/person/gender,/m/02zsn,0.0,1.0
/m/078g3l,/people/person/gender,/m/02zsn,0.0,0.0
/m/07qy0b,/people/person/gender,/m/05zppz,1.0,0.0
/m/064nh4k,/people/person/gender,/m/05zppz,0.0,0.0
/m/04cr6qv,/people/person/gender,/m/05zppz,1.0,1.0
/m/0cj2k3,/people/person/gender,/m/05zppz,1.0,0.0
/m/04z_x4v,/people/person/gender,/m/02zsn,0.0,0.0
/m/03mz9r,/people/person/gender,/m/02zsn,0.0,1.0
/m/07q68q,/people/person/gender,/m/05zppz,1.0,1.0
/m/03zqc1,/people/person/gender,/m/05zppz,0.0,1.0
/m/06151l,/people/person/gender,/m/05zppz,1.0,1.0
/m/07_m2,/people/person/gender,/m/05zppz,1.0,1.0
/m/043kzcr,/people/person/gender,/m/02zsn,1.0,1.0
/m/060pl5,/people/person/gender,/m/05zppz,1.0,1.0
/m/03qhyn8,/people/person/gender,/m/05zppz,1.0,1.0
/m/076psv,/people/person/gender,/m/02zsn,0.0,1.0
/m/07qy0b,/people/person/gender,/m/02zsn,0.0,1.0
/m/044zvm,/people/person/gender,/m/05zppz,0.0,1.0
/m/07vfqj,/people/person/gender,/m/02zsn,0.0,1.0
/m/06lgq8,/people/person/gender,/m/02zsn,0.0,0.0
/m/0f1vrl,/people/person/gender,/m/02zsn,0.0,1.0
/m/09jd9,/people/person/gender,/m/05zppz,0.0,0.0
/m/09xvf7,/people/person/gender,/m/05zppz,1.0,0.0
/m/0bkg4,/people/person/gender,/m/02zsn,0.0,1.0
/m/08b8vd,/people/person/gender,/m/02zsn,1.0,1.0
/m/0bt4r4,/people/person/gender,/m/02zsn,0.0,1.0
/m/0k8y7,/people/person/gender,/m/05zppz,0.0,1.0
/m/0dbc1s,/people/person/gender,/m/02zsn,0.0,1.0
/m/06w38l,/people/person/gender,/m/05zppz,1.0,1.0
/m/049fgvm,/people/person/gender,/m/02zsn,0.0,1.0
/m/03q45x,/people/person/gender,/m/02zsn,1.0,1.0
/m/0cbkc,/people/person/gender,/m/05zppz,0.0,1.0
/m/03qncl3,/people/person/gender,/m/05zppz,1.0,1.0
/m/03xb2w,/people/person/gender,/m/02zsn,0.0,1.0
/m/089kpp,/people/person/gender,/m/05zppz,1.0,0.0
/m/041_y,/people/person/gender,/m/05zppz,1.0,0.0
/m/0bq4j6,/people/person/gender,/m/02zsn,0.0,0.0
/m/0cj2nl,/people/person/gender,/m/02zsn,0.0,1.0
/m/04w1j9,/people/person/gender,/m/05zppz,1.0,1.0
/m/03q5dr,/people/person/gender,/m/02zsn,1.0,1.0
/m/0bvzp,/people/person/gender,/m/02zsn,0.0,1.0
/m/04_1nk,/people/person/gender,/m/05zppz,1.0,1.0
/m/0dbc1s,/people/person/gender,/m/05zppz,1.0,0.0
/m/048hf,/people/person/gender,/m/02zsn,0.0,0.0
/m/044mvs,/people/person/gender,/m/02zsn,0.0,0.0
/m/04pf4r,/people/person/gender,/m/05zppz,1.0,0.0
/m/07s8r0,/people/person/gender,/m/02zsn,1.0,0.0
/m/0clvcx,/people/person/gender,/m/02zsn,1.0,1.0
/m/0f1vrl,/people/person/gender,/m/05zppz,1.0,0.0
/m/0534nr,/people/person/gender,/m/05zppz,1.0,0.0
/m/057bc6m,/people/person/gender,/m/02zsn,0.0,0.0
/m/06sy4c,/people/person/gender,/m/02zsn,0.0,1.0
/m/06s27s,/people/person/gender,/m/05zppz,1.0,0.0
/m/0blt6,/people/person/gender,/m/05zppz,1.0,1.0
/m/0863x_,/people/person/gender,/m/05zppz,1.0,1.0
/m/0c3kw,/people/person/gender,/m/05zppz,1.0,1.0
/m/06yrj6,/people/person/gender,/m/02zsn,0.0,1.0
/m/06t61y,/people/person/gender,/m/02zsn,1.0,1.0
/m/042fk,/people/person/gender,/m/05zppz,1.0,1.0
/m/04dyqk,/people/person/gender,/m/02zsn,0.0,1.0
/m/0c921,/people/person/gender,/m/05zppz,1.0,1.0
/m/03mz9r,/people/person/gender,/m/05zppz,1.0,0.0
/m/08jfkw,/people/person/gender,/m/02zsn,0.0,1.0
/m/0988cp,/people/person/gender,/m/02zsn,0.0,0.0
/m/0bqch,/people/person/gender,/m/02zsn,0.0,0.0
/m/04kj2v,/people/person/gender,/m/05zppz,1.0,0.0
/m/07lwsz,/people/person/gender,/m/02zsn,0.0,1.0
/m/06j8wx,/people/person/gender,/m/02zsn,0.0,1.0
/m/08wq0g,/people/person/gender,/m/02zsn,0.0,1.0
/m/05vzql,/people/person/gender,/m/05zppz,0.0,1.0
/m/06sn8m,/people/person/gender,/m/05zppz,1.0,1.0
/m/0d608,/people/person/gender,/m/05zppz,1.0,0.0
/m/0gyx4,/people/person/gender,/m/05zppz,1.0,1.0
/m/05m63c,/people/person/gender,/m/02zsn,1.0,0.0
/m/079dy,/people/person/gender,/m/02zsn,0.0,1.0
/m/03q3sy,/people/person/gender,/m/05zppz,1.0,1.0
/m/05p92jn,/people/person/gender,/m/02zsn,1.0,0.0
/m/06msq2,/people/person/gender,/m/02zsn,0.0,1.0
/m/087z12,/people/person/gender,/m/05zppz,1.0,0.0
/m/0jf1b,/people/person/gender,/m/05zppz,1.0,0.0
/m/0633p0,/people/person/gender,/m/02zsn,1.0,0.0
/m/06gn7r,/people/person/gender,/m/05zppz,1.0,1.0
/m/076psv,/people/person/gender,/m/05zppz,1.0,0.0
/m/04y79_n,/people/person/gender,/m/02zsn,0.0,0.0
/m/07fvf1,/people/person/gender,/m/02zsn,0.0,1.0
/m/0bdt8,/people/person/gender,/m/05zppz,0.0,1.0
/m/0d02km,/people/person/gender,/m/02zsn,0.0,0.0
/m/08jbxf,/people/person/gender,/m/05zppz,1.0,0.0
/m/050z2,/people/person/gender,/m/02zsn,0.0,1.0
/m/051z6rz,/people/person/gender,/m/05zppz,1.0,1.0
/m/0gl88b,/people/person/gender,/m/05zppz,0.0,0.0
/m/03xp8d5,/people/person/gender,/m/05zppz,1.0,1.0
/m/04r68,/people/person/gender,/m/02zsn,1.0,1.0
/m/0dky9n,/people/person/gender,/m/05zppz,1.0,1.0
/m/03zqc1,/people/person/gender,/m/02zsn,1.0,0.0
/m/04_jsg,/people/person/gender,/m/05zppz,1.0,1.0
/m/0738b8,/people/person/gender,/m/02zsn,0.0,1.0
/m/09fqtq,/people/person/gender,/m/02zsn,0.0,0.0
/m/0c921,/people/person/gender,/m/02zsn,0.0,0.0
/m/0bkg4,/people/person/gender,/m/05zppz,1.0,0.0
/m/0ck91,/people/person/gender,/m/02zsn,1.0,1.0
/m/08b8vd,/people/person/gender,/m/05zppz,0.0,0.0
/m/04kwbt,/people/person/gender,/m/05zppz,1.0,0.0
/m/0f7hc,/people/person/gender,/m/05zppz,1.0,0.0
/m/0cymln,/people/person/gender,/m/02zsn,0.0,1.0
/m/04_1nk,/people/person/gender,/m/02zsn,0.0,0.0
/m/064nh4k,/people/person/gender,/m/02zsn,1.0,1.0
/m/0784v1,/people/person/gender,/m/05zppz,1.0,0.0
/m/0d02km,/people/person/gender,/m/05zppz,1.0,1.0
/m/04fyhv,/people/person/gender,/m/02zsn,0.0,1.0
/m/0bkf72,/people/person/gender,/m/05zppz,1.0,1.0
/m/0fx02,/people/person/gender,/m/02zsn,0.0,1.0
/m/05zdk2,/people/person/gender,/m/05zppz,0.0,0.0
/m/06f5j,/people/person/gender,/m/02zsn,0.0,1.0
/m/03rwng,/people/person/gender,/m/05zppz,0.0,1.0
/m/069z_5,/people/person/gender,/m/05zppz,1.0,0.0
/m/040nwr,/people/person/gender,/m/02zsn,1.0,1.0
/m/063tn,/people/person/gender,/m/05zppz,1.0,1.0
/m/0gnbw,/people/person/gender,/m/05zppz,1.0,1.0
/m/0blt6,/people/person/gender,/m/02zsn,0.0,0.0
/m/06t8b,/people/person/gender,/m/05zppz,1.0,0.0
/m/03xk1_,/people/person/gender,/m/02zsn,0.0,1.0
/m/0c7xjb,/people/person/gender,/m/05zppz,0.0,0.0
/m/045bs6,/people/person/gender,/m/02zsn,0.0,1.0
/m/0633p0,/people/person/gender,/m/05zppz,0.0,1.0
/m/0cymln,/people/person/gender,/m/05zppz,1.0,0.0
/m/05nzw6,/people/person/gender,/m/05zppz,1.0,0.0
/m/0cj2w,/people/person/gender,/m/02zsn,0.0,1.0
/m/03q3sy,/people/person/gender,/m/02zsn,0.0,0.0
/m/048_p,/people/person/gender,/m/02zsn,0.0,1.0
/m/0fx02,/people/person/gender,/m/05zppz,1.0,0.0
/m/06151l,/people/person/gender,/m/02zsn,0.0,0.0
/m/06j8wx,/people/person/gender,/m/05zppz,1.0,0.0
/m/0b80__,/people/person/gender,/m/05zppz,1.0,0.0
/m/03q45x,/people/person/gender,/m/05zppz,0.0,0.0
/m/044qx,/people/person/gender,/m/02zsn,0.0,1.0
/m/0gbwp,/people/person/gender,/m/02zsn,1.0,0.0
/m/071jrc,/people/person/gender,/m/02zsn,0.0,1.0
/m/07m69t,/people/person/gender,/m/05zppz,1.0,1.0
/m/06s27s,/people/person/gender,/m/02zsn,0.0,1.0
/m/0443c,/people/person/gender,/m/05zppz,1.0,1.0
/m/05b49tt,/people/person/gender,/m/05zppz,1.0,0.0
/m/03qhyn8,/people/person/gender,/m/02zsn,0.0,0.0
/m/0gthm,/people/person/gender,/m/02zsn,0.0,1.0
/m/051wwp,/people/person/gender,/m/02zsn,0.0,1.0
/m/067xw,/people/person/gender,/m/05zppz,1.0,1.0
/m/0dszr0,/people/person/gender,/m/02zsn,1.0,0.0
/m/06lgq8,/people/person/gender,/m/05zppz,1.0,1.0
/m/0k29f,/people/person/gender,/m/05zppz,1.0,1.0
/m/06wvfq,/people/person/gender,/m/02zsn,1.0,1.0
/m/04_jsg,/people/person/gender,/m/02zsn,0.0,0.0
/m/05zdk2,/people/person/gender,/m/02zsn,1.0,1.0
/m/05jcn8,/people/person/gender,/m/02zsn,0.0,0.0
/m/06sy4c,/people/person/gender,/m/05zppz,1.0,0.0
/m/0clvcx,/people/person/gender,/m/05zppz,0.0,0.0
/m/06yj20,/people/person/gender,/m/02zsn,1.0,1.0
/m/0cc63l,/people/person/gender,/m/02zsn,0.0,1.0
/m/0k8y7,/people/person/gender,/m/02zsn,1.0,0.0
/m/07h1tr,/people/person/gender,/m/05zppz,1.0,1.0
/m/04r7p,/people/person/gender,/m/05zppz,0.0,1.0
/m/0g69lg,/people/person/gender,/m/02zsn,0.0,1.0
/m/058s57,/people/person/gender,/m/02zsn,1.0,1.0
/m/078mgh,/people/person/gender,/m/02zsn,0.0,0.0
/m/0420y,/people/person/gender,/m/02zsn,0.0,1.0
/m/042fk,/people/person/gender,/m/02zsn,0.0,0.0
/m/06gn7r,/people/person/gender,/m/02zsn,0.0,0.0
/m/03z_g7,/people/person/gender,/m/02zsn,0.0,1.0
/m/05b4rcb,/people/person/gender,/m/05zppz,1.0,0.0
/m/0h1q6,/people/person/gender,/m/02zsn,0.0,0.0
/m/05qsxy,/people/person/gender,/m/02zsn,0.0,1.0
/m/04r7p,/people/person/gender,/m/02zsn,1.0,0.0
/m/0738b8,/people/person/gender,/m/05zppz,1.0,0.0
/m/04fyhv,/people/person/gender,/m/05zppz,1.0,0.0
/m/0gthm,/people/person/gender,/m/05zppz,1.0,0.0
/m/0hskw,/people/person/gender,/m/02zsn,0.0,0.0
/m/0bkf72,/people/person/gender,/m/02zsn,0.0,0.0
/m/09gffmz,/people/person/gender,/m/05zppz,1.0,1.0
/m/0bqch,/people/person/gender,/m/05zppz,1.0,1.0
/m/04wp63,/people/person/gender,/m/05zppz,1.0,1.0
/m/0gbwp,/people/person/gender,/m/05zppz,0.0,1.0
/m/0hskw,/people/person/gender,/m/05zppz,1.0,1.0
/m/0b_dh,/people/person/gender,/m/05zppz,1.0,0.0
/m/06b_0,/people/person/gender,/m/02zsn,0.0,1.0
/m/04w1j9,/people/person/gender,/m/02zsn,0.0,0.0
/m/0534nr,/people/person/gender,/m/02zsn,0.0,1.0
/m/04dyqk,/people/person/gender,/m/05zppz,1.0,0.0
/m/0k29f,/people/person/gender,/m/02zsn,0.0,0.0
/m/0k57l,/people/person/gender,/m/05zppz,1.0,0.0
/m/067sqt,/people/person/gender,/m/02zsn,1.0,0.0
/m/05slvm,/people/person/gender,/m/02zsn,1.0,0.0
/m/050z2,/people/person/gender,/m/05zppz,1.0,0.0
/m/04bdqk,/people/person/gender,/m/05zppz,0.0,1.0
/m/03q43g,/people/person/gender,/m/02zsn,0.0,0.0
/m/0cj2nl,/people/person/gender,/m/05zppz,1.0,0.0
/m/0fn5bx,/people/person/gender,/m/02zsn,1.0,0.0
/m/08wq0g,/people/person/gender,/m/05zppz,1.0,0.0
/m/051z6rz,/people/person/gender,/m/02zsn,0.0,0.0
/m/09jd9,/people/person/gender,/m/02zsn,1.0,1.0
/m/0c3kw,/people/person/gender,/m/02zsn,0.0,0.0
/m/074qgb,/people/person/gender,/m/05zppz,1.0,1.0
/m/071jrc,/people/person/gender,/m/05zppz,1.0,0.0
/m/07fvf1,/people/person/gender,/m/05zppz,1.0,0.0
/m/084x96,/people/person/gender,/m/02zsn,0.0,1.0
/m/058s57,/people/person/gender,/m/05zppz,0.0,0.0
/m/07h1tr,/people/person/gender,/m/02zsn,0.0,0.0
/m/062dn7,/people/person/gender,/m/05zppz,1.0,1.0
/m/0bl60p,/people/person/gender,/m/02zsn,0.0,1.0
/m/0835q,/people/person/gender,/m/05zppz,1.0,1.0
/m/07s8r0,/people/person/gender,/m/05zppz,0.0,1.0
/m/03xk1_,/people/person/gender,/m/05zppz,1.0,0.0
/m/09myny,/people/person/gender,/m/05zppz,1.0,0.0
/m/03z0l6,/people/person/gender,/m/05zppz,1.0,0.0
/m/05m63c,/people/person/gender,/m/05zppz,0.0,1.0
/m/0drc1,/people/person/gender,/m/02zsn,0.0,0.0
/m/070c93,/people/person/gender,/m/05zppz,0.0,0.0
/m/0drc1,/people/person/gender,/m/05zppz,1.0,1.0
/m/0fhxv,/people/person/gender,/m/05zppz,1.0,1.0
/m/0784v1,/people/person/gender,/m/02zsn,0.0,1.0
/m/0bxy67,/people/person/gender,/m/02zsn,0.0,1.0
/m/08jfkw,/people/person/gender,/m/05zppz,1.0,0.0
/m/09cdxn,/people/person/gender,/m/05zppz,1.0,1.0
/m/06yrj6,/people/person/gender,/m/05zppz,1.0,0.0
/m/0g69lg,/people/person/gender,/m/05zppz,1.0,0.0
/m/051wwp,/people/person/gender,/m/05zppz,1.0,0.0
/m/07jmnh,/people/person/gender,/m/02zsn,0.0,1.0
/m/09qc1,/people/person/gender,/m/02zsn,0.0,0.0
/m/074qgb,/people/person/gender,/m/02zsn,0.0,0.0
/m/05slvm,/people/person/gender,/m/05zppz,0.0,1.0
/m/04r68,/people/person/gender,/m/05zppz,0.0,0.0
/m/0c7xjb,/people/person/gender,/m/02zsn,1.0,1.0
/m/07cjqy,/people/person/gender,/m/05zppz,1.0,1.0
/m/0dky9n,/people/person/gender,/m/02zsn,0.0,0.0
/m/06b_0,/people/person/gender,/m/05zppz,1.0,0.0
/m/0b80__,/people/person/gender,/m/02zsn,0.0,1.0
/m/0bt4r4,/people/person/gender,/m/05zppz,1.0,0.0
/m/041_y,/people/person/gender,/m/02zsn,0.0,1.0
/m/0gx_p,/people/person/gender,/m/05zppz,0.0,0.0
/m/07hbxm,/people/person/gender,/m/02zsn,1.0,1.0
/m/0fhxv,/people/person/gender,/m/02zsn,0.0,0.0
/m/03z0l6,/people/person/gender,/m/02zsn,0.0,1.0
/m/0bq4j6,/people/person/gender,/m/05zppz,1.0,1.0
/m/0k57l,/people/person/gender,/m/02zsn,0.0,1.0
/m/04wp63,/people/person/gender,/m/02zsn,0.0,0.0
/m/0835q,/people/person/gender,/m/02zsn,0.0,0.0
/m/0cw67g,/people/person/gender,/m/02zsn,0.0,0.0
/m/0h1q6,/people/person/gender,/m/05zppz,1.0,1.0
/m/05fg2,/people/person/gender,/m/02zsn,0.0,1.0
/m/05myd2,/people/person/gender,/m/02zsn,0.0,1.0
/m/05p92jn,/people/person/gender,/m/05zppz,0.0,1.0
/m/089kpp,/people/person/gender,/m/02zsn,0.0,1.0
/m/0bxy67,/people/person/gender,/m/05zppz,1.0,0.0
/m/04kj2v,/people/person/gender,/m/02zsn,0.0,1.0
/m/070c93,/people/person/gender,/m/02zsn,1.0,1.0
/m/06yj20,/people/person/gender,/m/05zppz,0.0,0.0
/m/04cr6qv,/people/person/gender,/m/02zsn,0.0,0.0
/m/06wvfq,/people/person/gender,/m/05zppz,0.0,0.0
/m/0420y,/people/person/gender,/m/05zppz,1.0,0.0
/m/05218gr,/people/person/gender,/m/05zppz,1.0,1.0
/m/0cj2k3,/people/person/gender,/m/02zsn,0.0,1.0
/m/09myny,/people/person/gender,/m/02zsn,0.0,1.0
/m/0cfywh,/people/person/gender,/m/02zsn,0.0,1.0
/m/06msq2,/people/person/gender,/m/05zppz,1.0,0.0
/m/047jhq,/people/person/gender,/m/05zppz,0.0,0.0
/m/09jrf,/people/person/gender,/m/05zppz,1.0,0.0
/m/0gct_,/people/person/gender,/m/05zppz,1.0,0.0
/m/05jcn8,/people/person/gender,/m/05zppz,1.0,1.0
/m/045bs6,/people/person/gender,/m/05zppz,1.0,0.0
/m/040db,/people/person/gender,/m/05zppz,1.0,1.0
/m/09jrf,/people/person/gender,/m/02zsn,0.0,1.0
/m/063tn,/people/person/gender,/m/02zsn,0.0,0.0
/m/09xvf7,/people/person/gender,/m/02zsn,0.0,1.0
/m/03z_g7,/people/person/gender,/m/05zppz,1.0,0.0
/m/040_9,/people/person/gender,/m/05zppz,1.0,1.0
/m/060pl5,/people/person/gender,/m/02zsn,0.0,0.0
/m/08jbxf,/people/person/gender,/m/02zsn,0.0,1.0
/m/043kzcr,/people/person/gender,/m/05zppz,0.0,0.0
/m/0c8hct,/people/person/gender,/m/02zsn,0.0,1.0
/m/03q43g,/people/person/gender,/m/05zppz,1.0,1.0
/m/07_m2,/people/person/gender,/m/02zsn,0.0,0.0
/m/0ccqd7,/people/person/gender,/m/02zsn,0.0,0.0
/m/07cjqy,/people/person/gender,/m/02zsn,0.0,0.0
/m/06w38l,/people/person/gender,/m/02zsn,0.0,0.0
AUC: 0.48744932749872477,AUC-PR: 0.47513840811997865,,,
